topic,model,history,story,sentence,total_sequentiality,contextual_sequentiality,topic_sequentiality,story_type
A short story titled 'Bus Stop',openai-community/gpt2-xl,4,10,0,-0.1823143592247596,-55.36328125,-78.9609375,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,4,10,0,-0.2570002629206731,-37.9267578125,-49.3359375,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,6,10,0,-0.1823143592247596,-61.27049255371094,-72.23604583740234,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,6,10,0,-0.2570002629206731,-27.236328125,-44.041015625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,8,10,0,-0.1823143592247596,-24.656494140625,-61.9853515625,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,8,10,0,-0.2570002629206731,-50.697265625,-48.0361328125,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,2,10,0,0.02912109375,-34.49937438964844,-42.199188232421875,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,2,10,0,-0.1188232421875,-38.544830322265625,-52.640625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,4,10,0,0.02912109375,-60.476531982421875,-87.690673828125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,4,10,0,-0.1188232421875,-70.66427612304688,-65.7215576171875,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,6,10,0,0.02912109375,-27.12091064453125,-34.153564453125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,6,10,0,-0.1188232421875,-64.82861328125,-69.07275390625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,8,10,0,0.02912109375,-62.634521484375,-75.7666015625,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,8,10,0,-0.1188232421875,-87.96484375,-104.1328125,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,2,10,0,-0.1579345703125,-40.62109375,-47.708984375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,2,10,0,-0.14762451171875,-53.56024169921875,-59.9989013671875,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,4,10,0,-0.1579345703125,-65.85516357421875,-73.7943115234375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,4,10,0,-0.14762451171875,-42.85693359375,-62.638671875,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,6,10,0,-0.1579345703125,-34.87109375,-42.92578125,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,6,10,0,-0.14762451171875,-53.033203125,-77.8515625,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,8,10,0,-0.1579345703125,-36.6640625,-46.0302734375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,8,10,0,-0.14762451171875,-61.089359283447266,-67.67026138305664,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,2,10,0,-0.0150048828125,-25.263671875,-39.0625,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,2,10,0,-0.083455810546875,-26.11572265625,-58.4378662109375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,4,10,0,-0.0150048828125,-47.62060546875,-43.37109375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,4,10,0,-0.083455810546875,-34.19920349121094,-40.39935302734375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,6,10,0,-0.0150048828125,-42.74168395996094,-52.994384765625,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,6,10,0,-0.083455810546875,-58.4681396484375,-74.88385009765625,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,8,10,0,-0.0150048828125,-69.70330810546875,-67.67965698242188,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,8,10,0,-0.083455810546875,-28.51239013671875,-33.41094970703125,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,2,10,1,0.48985595703125,-65.3583984375,-72.27734375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,2,10,1,0.703265380859375,-58.315673828125,-72.91748046875,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,4,10,1,0.48985595703125,-89.626953125,-106.9765625,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,4,10,1,0.703265380859375,-37.904296875,-46.857421875,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,6,10,1,0.48985595703125,-46.2012825012207,-62.109375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,6,10,1,0.703265380859375,-66.23654174804688,-78.07017517089844,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,8,10,1,0.48985595703125,-43.19384765625,-63.7890625,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,8,10,1,0.703265380859375,-32.3125,-47.4140625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,2,10,1,0.6084255642361112,-52.5390625,-78.9609375,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,2,10,1,0.7530381944444444,-40.244140625,-49.3359375,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,4,10,1,0.6084255642361112,-51.14331817626953,-72.23604583740234,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,4,10,1,0.7530381944444444,-21.2802734375,-44.041015625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,6,10,1,0.6084255642361112,-23.837646484375,-61.9853515625,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,6,10,1,0.7530381944444444,-46.13818359375,-48.0361328125,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,8,10,1,0.6084255642361112,-33.03120422363281,-42.199188232421875,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,8,10,1,0.7530381944444444,-38.711822509765625,-52.640625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,2,10,1,1.2321449279785157,-58.82354736328125,-87.690673828125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,2,10,1,1.365258026123047,-70.66427612304688,-65.7215576171875,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,4,10,1,1.2321449279785157,-27.12091064453125,-34.153564453125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,4,10,1,1.365258026123047,-64.82861328125,-69.07275390625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,6,10,1,1.2321449279785157,-60.105712890625,-75.7666015625,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,6,10,1,1.365258026123047,-91.650390625,-104.1328125,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,8,10,1,1.2321449279785157,-39.09375,-47.708984375,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,8,10,1,1.365258026123047,-47.13581085205078,-59.9989013671875,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,2,10,1,0.872747802734375,-64.2674560546875,-73.7943115234375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,2,10,1,0.6604705810546875,-42.068359375,-62.638671875,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,4,10,1,0.872747802734375,-31.701171875,-42.92578125,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,4,10,1,0.6604705810546875,-52.28515625,-77.8515625,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,6,10,1,0.872747802734375,-39.146484375,-46.0302734375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,6,10,1,0.6604705810546875,-50.682125091552734,-67.67026138305664,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,8,10,1,0.872747802734375,-20.2509765625,-39.0625,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,8,10,1,0.6604705810546875,-24.346435546875,-58.4378662109375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,2,10,1,0.7952958583831787,-43.1229248046875,-43.37109375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,2,10,1,0.8739988327026367,-33.12419891357422,-40.39935302734375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,4,10,1,0.7952958583831787,-42.09373474121094,-52.994384765625,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,4,10,1,0.8739988327026367,-58.614044189453125,-74.88385009765625,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,6,10,1,0.7952958583831787,-69.70330810546875,-67.67965698242188,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,6,10,1,0.8739988327026367,-28.51239013671875,-33.41094970703125,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,8,10,1,0.7952958583831787,-65.3583984375,-72.27734375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,8,10,1,0.8739988327026367,-58.315673828125,-72.91748046875,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,2,10,2,0.2882893880208333,-89.626953125,-106.9765625,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,2,10,2,0.17683919270833334,-37.115234375,-46.857421875,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,4,10,2,0.2882893880208333,-46.173316955566406,-62.109375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,4,10,2,0.17683919270833334,-63.28875732421875,-78.07017517089844,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,6,10,2,0.2882893880208333,-43.83056640625,-63.7890625,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,6,10,2,0.17683919270833334,-31.828125,-47.4140625,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,8,10,2,0.2882893880208333,-52.78125,-78.9609375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,8,10,2,0.17683919270833334,-37.56640625,-49.3359375,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,2,10,2,0.0565185546875,-50.32305908203125,-72.23604583740234,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,2,10,2,0.10170335036057693,-20.513671875,-44.041015625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,4,10,2,0.0565185546875,-23.496826171875,-61.9853515625,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,4,10,2,0.10170335036057693,-47.9228515625,-48.0361328125,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,6,10,2,0.0565185546875,-34.36946105957031,-42.199188232421875,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,6,10,2,0.10170335036057693,-38.693511962890625,-52.640625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,8,10,2,0.0565185546875,-58.48370361328125,-87.690673828125,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,8,10,2,0.10170335036057693,-70.66427612304688,-65.7215576171875,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,2,10,2,0.6370646158854166,-27.12091064453125,-34.153564453125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,2,10,2,0.4868570963541667,-64.82861328125,-69.07275390625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,4,10,2,0.6370646158854166,-60.105712890625,-75.7666015625,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,4,10,2,0.4868570963541667,-91.650390625,-104.1328125,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,6,10,2,0.6370646158854166,-38.2265625,-47.708984375,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,6,10,2,0.4868570963541667,-47.00010299682617,-59.9989013671875,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,8,10,2,0.6370646158854166,-62.021728515625,-73.7943115234375,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,8,10,2,0.4868570963541667,-41.633056640625,-62.638671875,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,2,10,2,0.5979207356770834,-31.703125,-42.92578125,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,2,10,2,0.5069376627604166,-52.28515625,-77.8515625,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,4,10,2,0.5979207356770834,-37.650390625,-46.0302734375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,4,10,2,0.5069376627604166,-49.54292297363281,-67.67026138305664,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,6,10,2,0.5979207356770834,-20.380859375,-39.0625,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,6,10,2,0.5069376627604166,-24.210693359375,-58.4378662109375,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,8,10,2,0.5979207356770834,-44.00164794921875,-43.37109375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,8,10,2,0.5069376627604166,-34.44756317138672,-40.39935302734375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,2,10,2,0.4225870768229167,-41.49082946777344,-52.994384765625,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,2,10,2,0.3103535970052083,-57.490081787109375,-74.88385009765625,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,4,10,2,0.4225870768229167,-69.70330810546875,-67.67965698242188,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,4,10,2,0.3103535970052083,-28.51239013671875,-33.41094970703125,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,6,10,2,0.4225870768229167,-65.3583984375,-72.27734375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,6,10,2,0.3103535970052083,-58.315673828125,-72.91748046875,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,8,10,2,0.4225870768229167,-89.626953125,-106.9765625,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,8,10,2,0.3103535970052083,-37.115234375,-46.857421875,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,2,10,3,0.6656709558823529,-46.173316955566406,-62.109375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,2,10,3,0.7724752987132353,-58.68031311035156,-78.07017517089844,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,4,10,3,0.8589298023897058,-41.522705078125,-63.7890625,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,4,10,3,0.9212287454044118,-30.638671875,-47.4140625,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,6,10,3,0.8589298023897058,-52.236328125,-78.9609375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,6,10,3,0.9212287454044118,-37.521484375,-49.3359375,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,8,10,3,0.8589298023897058,-50.993133544921875,-72.23604583740234,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,8,10,3,0.9212287454044118,-19.0205078125,-44.041015625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,2,10,3,0.48670151654411764,-23.08154296875,-61.9853515625,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,2,10,3,0.6623104319852942,-46.2216796875,-48.0361328125,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,4,10,3,0.5613223805147058,-35.44317626953125,-42.199188232421875,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,4,10,3,0.6639763327205882,-37.35743713378906,-52.640625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,6,10,3,0.5613223805147058,-58.965362548828125,-87.690673828125,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,6,10,3,0.6639763327205882,-70.66427612304688,-65.7215576171875,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,8,10,3,0.5613223805147058,-27.12091064453125,-34.153564453125,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,8,10,3,0.6639763327205882,-64.82861328125,-69.07275390625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,2,10,3,0.8188763786764706,-60.105712890625,-75.7666015625,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,2,10,3,0.8240607766544118,-91.650390625,-104.1328125,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,4,10,3,0.9214872472426471,-38.2265625,-47.708984375,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,4,10,3,0.8956298828125,-47.00010299682617,-59.9989013671875,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,6,10,3,0.9214872472426471,-58.43585205078125,-73.7943115234375,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,6,10,3,0.8956298828125,-42.313720703125,-62.638671875,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,8,10,3,0.9214872472426471,-30.517578125,-42.92578125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,8,10,3,0.8956298828125,-51.3466796875,-77.8515625,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,2,10,3,0.8809024586397058,-37.12109375,-46.0302734375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,2,10,3,0.7712545955882353,-50.396148681640625,-67.67026138305664,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,4,10,3,0.8130600873161765,-19.1953125,-39.0625,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,4,10,3,0.8198529411764706,-24.2978515625,-58.4378662109375,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,6,10,3,0.8130600873161765,-44.941162109375,-43.37109375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,6,10,3,0.8198529411764706,-34.70552062988281,-40.39935302734375,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,8,10,3,0.8130600873161765,-38.642974853515625,-52.994384765625,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,8,10,3,0.8198529411764706,-58.491668701171875,-74.88385009765625,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,2,10,3,1.4069106158088236,-74.95672607421875,-70.216552734375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,2,10,3,1.776754940257353,-20.7783203125,-26.254150390625,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,4,10,3,1.5357163373161764,-94.714111328125,-96.18359375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,4,10,3,1.8681209788602942,-65.01318359375,-73.287109375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,6,10,3,1.5357163373161764,-84.525390625,-97.6953125,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,6,10,3,1.8681209788602942,-38.75,-48.158203125,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,8,10,3,1.5357163373161764,-46.228271484375,-64.456787109375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,8,10,3,1.8681209788602942,-63.5390625,-77.93017578125,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,2,10,4,0.846297554347826,-46.40966796875,-64.3515625,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,2,10,4,0.7029551630434783,-35.580078125,-44.3203125,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,4,10,4,0.7543308423913043,-49.625,-72.4609375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,4,10,4,0.5427139945652174,-36.3857421875,-45.7587890625,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,6,10,4,0.7543308423913043,-55.6207275390625,-63.03857421875,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,6,10,4,0.5427139945652174,-26.87890625,-43.71875,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,8,10,4,0.7543308423913043,-27.38232421875,-53.17626953125,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,8,10,4,0.5427139945652174,-53.8330078125,-58.2783203125,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,2,10,4,0.5726052989130435,-29.190582275390625,-37.341461181640625,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,2,10,4,0.46603260869565216,-37.56640625,-59.046875,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,4,10,4,0.5229279891304348,-65.926513671875,-85.8818359375,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,4,10,4,0.36030910326086957,-75.75335693359375,-69.07135009765625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,6,10,4,0.5229279891304348,-21.6806640625,-28.4580078125,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,6,10,4,0.36030910326086957,-94.559814453125,-97.2041015625,clairvoyant
A short story titled 'Bus Stop',openai-community/gpt2-xl,8,10,4,0.5229279891304348,-63.52978515625,-74.7890625,naive
A short story about a man at a bus stop that turns into a dog,openai-community/gpt2-xl,8,10,4,0.36030910326086957,-84.3828125,-95.1015625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,2,10,4,0.857421875,-37.7236328125,-45.69140625,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,2,10,4,0.8176800271739131,-47.913330078125,-60.076416015625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,4,10,4,0.7002377717391305,-60.22900390625,-70.24658203125,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,4,10,4,0.7481317934782609,-43.7646484375,-61.80859375,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,6,10,4,0.7002377717391305,-35.126953125,-40.77734375,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,6,10,4,0.7481317934782609,-50.13671875,-71.28515625,clairvoyant
A short story titled 'Bus Stop',allenai/OLMo-2-1124-13B,8,10,4,0.7002377717391305,-37.1279296875,-45.1015625,naive
A short story about a man at a bus stop that turns into a dog,allenai/OLMo-2-1124-13B,8,10,4,0.7481317934782609,-53.225799560546875,-60.12171936035156,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,2,10,4,0.62890625,-26.29296875,-43.126953125,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,2,10,4,0.6089504076086957,-27.9970703125,-52.00390625,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,4,10,4,0.6306046195652174,-51.95361328125,-55.951171875,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,4,10,4,0.6352751358695652,-28.245635986328125,-33.76100158691406,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,6,10,4,0.6306046195652174,-38.46484375,-51.67578125,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,6,10,4,0.6352751358695652,-61.8372802734375,-74.39501953125,clairvoyant
A short story titled 'Bus Stop',meta-llama/Llama-3.1-8B-Instruct,8,10,4,0.6306046195652174,-74.95672607421875,-70.216552734375,naive
A short story about a man at a bus stop that turns into a dog,meta-llama/Llama-3.1-8B-Instruct,8,10,4,0.6352751358695652,-20.7783203125,-26.254150390625,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,2,10,4,1.240913722826087,-94.714111328125,-96.18359375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,2,10,4,1.371178668478261,-63.74462890625,-73.287109375,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,4,10,4,0.960343070652174,-85.66796875,-97.6953125,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,4,10,4,1.100288722826087,-36.2978515625,-48.158203125,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,6,10,4,0.960343070652174,-43.213623046875,-64.456787109375,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,6,10,4,1.100288722826087,-61.359375,-77.93017578125,clairvoyant
A short story titled 'Bus Stop',Qwen/Qwen2.5-7B-Instruct,8,10,4,0.960343070652174,-45.61181640625,-64.3515625,naive
A short story about a man at a bus stop that turns into a dog,Qwen/Qwen2.5-7B-Instruct,8,10,4,1.100288722826087,-31.423828125,-44.3203125,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,2,10,5,0.667431640625,-50.74609375,-72.4609375,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,2,10,5,0.7087890625,-38.3076171875,-45.7587890625,clairvoyant
A short story titled 'Bus Stop',SakanaAI/TinySwallow-1.5B-Instruct,4,10,5,0.8953125,-51.36712646484375,-63.03857421875,naive
A short story about a man at a bus stop that turns into a dog,SakanaAI/TinySwallow-1.5B-Instruct,4,10,5,0.8615234375,-23.7734375,-43.71875,clairvoyant
